name,created_at,tweet,likes
Donald J. Trump,2017-02-15 12:08:12,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,118496
Donald J. Trump,2017-03-23 01:33:54,Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.,118315
Donald J. Trump,2016-11-16 02:55:34,Very organized process taking place as I decide on Cabinet and many other positions. I am the only one who knows who the finalists are!,118291
Donald J. Trump,2017-01-12 04:01:38,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,118139
Donald J. Trump,2017-03-25 22:37:02,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!,118103
Donald J. Trump,2017-02-03 11:24:51,"Yes, Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!",117805
Donald J. Trump,2017-03-23 15:16:24,"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.",117697
Donald J. Trump,2017-03-06 21:22:15,"45,000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",117395
Donald J. Trump,2017-02-22 12:50:56,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,117224
Bernie Sanders,2017-06-01 19:37:10,Trump's decision to withdraw the US from the Paris climate agreement is an abdication of American leadership and an international disgrace.,116709
Donald J. Trump,2016-11-18 02:15:28,I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their confidence in me!,116617
Donald J. Trump,2016-12-28 14:07:13,Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!,116533
Donald J. Trump,2016-12-28 14:25:11,"not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!",116407
Donald J. Trump,2017-05-29 00:20:11,The Fake News Media works hard at disparaging &amp; demeaning my use of social media because they don't want America to hear the real story!,116250
Donald J. Trump,2017-01-26 13:55:03,"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",116209
Donald J. Trump,2016-11-08 21:31:20,"Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left. GO FLORIDA!",115747
Donald J. Trump,2017-01-11 12:44:05,"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",115679
Donald J. Trump,2017-02-02 11:18:21,Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!,115658
Donald J. Trump,2017-03-08 11:13:44,"On International Women's Day, join me in honoring the critical role of women here in America &amp; around the world.",115643
Donald J. Trump,2017-02-08 12:03:18,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",115436
Donald J. Trump,2017-06-01 00:40:01,"Crooked Hillary Clinton now blames everybody but herself, refuses to say she was a terrible candidate. Hits Facebook &amp; even Dems &amp; DNC.",115425
Donald J. Trump,2016-11-05 13:33:10,MAKE AMERICA GREAT AGAIN!,114087
Donald J. Trump,2016-12-04 05:13:58,"Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad",114057
Donald J. Trump,2017-04-13 13:08:20,"I have great confidence that China will properly deal with North Korea. If they are unable to do so, the U.S., with its allies, will! U.S.A.",113951
Donald J. Trump,2017-02-26 18:16:41,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",113737
Donald J. Trump,2017-02-12 12:14:16,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",113660
Donald J. Trump,2017-04-03 00:58:29,"Melania and I are honored to light up the @WhiteHouse this evening, for #WorldAutismAwarenessDay. Join us &amp; #LIUB.",113650
Donald J. Trump,2017-01-20 04:24:33,"Thank you for a wonderful evening in Washington, D.C. #Inauguration",113302
Donald J. Trump,2017-01-26 23:53:37,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong!,113149
Donald J. Trump,2017-02-19 21:57:01,My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.,112824
Donald J. Trump,2016-12-19 23:21:11,"Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",112690
Donald J. Trump,2017-01-29 13:00:32,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,112591
Donald J. Trump,2017-01-27 22:00:47,Congratulations Secretary Mattis!,112232
Donald J. Trump,2017-04-13 13:16:30,Things will work out fine between the U.S.A. and Russia. At the right time everyone will come to their senses &amp; there will be lasting peace!,112229
Donald J. Trump,2017-03-09 17:01:17,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",111926
Donald J. Trump,2017-02-14 14:28:54,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,111916
Donald J. Trump,2016-11-13 18:46:36,"The debates, especially the second and third, plus speeches and intensity of the large rallies, plus OUR GREAT SUPPORTERS, gave us the win!",111887
Donald J. Trump,2016-12-24 00:13:02,"Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity."" So true!",111365
Donald J. Trump,2017-05-24 12:20:07,Honor of a lifetime to meet His Holiness Pope Francis. I leave the Vatican more determined than ever to pursue PEACE in our world.,110762
Donald J. Trump,2017-02-15 23:59:26,"Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) out of prison immediately.",110746
Donald J. Trump,2017-03-03 02:35:33,"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story...",110397
Donald J. Trump,2017-01-26 00:03:33,"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov:",110381
John McCain,2017-03-29 19:05:09,"What, did they want me to call him a crazy skinny kid?",110314
Donald J. Trump,2017-01-20 17:51:25,"Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...",110112
Donald J. Trump,2017-01-09 14:16:34,Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp; Fiat C!,110066
Donald J. Trump,2017-02-26 11:42:39,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!,109951
Donald J. Trump,2017-03-28 10:36:02,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S. JOBS! JOBS! JOBS!,109910
Donald J. Trump,2017-01-28 13:04:58,"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",109902
Donald J. Trump,2017-01-24 16:58:06,A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas!,109895
Donald J. Trump,2017-01-13 17:42:42,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",109889
Donald J. Trump,2016-12-03 00:44:20,The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!,109778
Bernie Sanders,2017-02-12 20:58:00,We are in a pivotal moment in American history. We have a president who is delusional. He is a pathological liar.,109755
Donald J. Trump,2016-11-13 14:45:28,Mitt Romney called to congratulate me on the win. Very nice!,109536
Donald J. Trump,2017-02-25 03:09:18,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,109344
Bernie Sanders,2017-03-01 03:51:56,"When Trump said we need to promote clean air and clean water, I had a hard time not laughing. Today he rolled back clean water rules.",109243
Donald J. Trump,2017-03-06 23:49:53,There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS!,109204
Donald J. Trump,2017-03-27 01:04:42,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.,109098
Donald J. Trump,2017-04-03 11:21:11,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!,108921
Donald J. Trump,2017-01-11 12:48:52,"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",108905
Donald J. Trump,2017-02-24 00:01:40,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,108869
Donald J. Trump,2017-05-19 14:24:08,Getting ready for my big foreign trip. Will be strongly protecting American interests - that's what I like to do!,108699
Donald J. Trump,2017-02-07 16:25:13,An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men &amp; women who protect &amp; serve 24/7/365. THANK YOU!!,108682
Donald J. Trump,2017-01-05 18:14:30,"Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.",108330
Donald J. Trump,2017-01-18 17:33:25,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday. #Inauguration",107998
Donald J. Trump,2017-01-29 21:45:58,The joint statement of former presidential candidates John McCain &amp; Lindsey Graham is wrong - they are sadly weak on immigration. The two...,107955
Donald J. Trump,2017-05-18 14:07:06,"With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration, there was never a special counsel appointed!",107888
Donald J. Trump,2016-12-16 11:09:19,Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?,107880
Donald J. Trump,2017-01-25 12:13:46,"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",107738
Donald J. Trump,2017-02-21 20:46:42,'Americans overwhelmingly oppose sanctuary cities',107538
Maxine Waters,2017-03-21 12:56:31,Get ready for impeachment.,107524
Donald J. Trump,2017-02-10 13:35:50,"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",107509
Donald J. Trump,2017-01-26 13:51:46,The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...,107424
Donald J. Trump,2017-03-04 13:19:29,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",107313
Donald J. Trump,2017-01-17 13:11:56,"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",107147
Donald J. Trump,2017-02-20 21:00:37,Just named General H.R. McMaster National Security Advisor.,106858
Donald J. Trump,2016-12-12 13:17:54,Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!,106837
Donald J. Trump,2017-02-26 20:13:52,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",106490
Donald J. Trump,2017-05-29 12:11:59,"Honoring the men and women who made the ultimate sacrifice in service to America. Home of the free, because of the brave. #MemorialDay🇺🇸",106349
Donald J. Trump,2016-11-13 15:23:28,"Jeb Bush, George W and George H.W. all called to express their best wishes on the win. Very nice!",106347
Donald J. Trump,2016-11-30 11:20:01,ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country.,106327
Donald J. Trump,2016-09-30 18:37:48,"For those few people knocking me for tweeting at three o'clock in the morning, at least you know I will be there, awake, to answer the call!",106164
Donald J. Trump,2016-12-05 13:53:11,I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development:,106116
Donald J. Trump,2017-01-28 13:16:17,"...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",105940
Donald J. Trump,2016-11-29 20:08:12,My thoughts and prayers are with the great people of Tennessee during these terrible wildfires. Stay safe!,105919
Elizabeth Warren,2017-05-09 23:12:00,"We need a real, independent prosecutor who @realDonaldTrump can't fire, Sessions can't intimidate, &amp; Congress can't muzzle. We need it now.",105641
Donald J. Trump,2016-12-28 14:19:46,"We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but.......",105517
Elizabeth Warren,2017-02-08 01:30:43,I will not be silent while the Republicans rubber stamp an AG who will never stand up to the @POTUS when he breaks the law.,105515
Donald J. Trump,2016-12-10 12:38:24,"As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!",105296
Donald J. Trump,2017-04-16 13:41:47,"Our military is building and is rapidly becoming stronger than ever before. Frankly, we have no choice!",105020
Donald J. Trump,2017-02-15 11:40:32,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,105006
Donald J. Trump,2017-03-25 14:37:52,ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!,104876
Cory Booker,2017-02-11 21:29:08,Love this:,104868
Donald J. Trump,2017-05-20 09:44:31,"Great to be in Riyadh, Saudi Arabia. Looking forward to the afternoon and evening ahead. #POTUSAbroad",104831
Donald J. Trump,2017-02-25 13:27:04,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!",104485
Donald J. Trump,2016-10-08 19:40:48,"The media and establishment want me out of the race so badly - I WILL NEVER DROP OUT OF THE RACE, WILL NEVER LET MY SUPPORTERS DOWN! #MAGA",104472
Donald J. Trump,2017-01-17 17:55:38,Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,104464
Donald J. Trump,2017-03-11 14:39:07,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,104188
Donald J. Trump,2016-12-12 23:40:48,The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!,103745
Donald J. Trump,2017-02-01 00:31:08,Getting ready to deliver a VERY IMPORTANT DECISION! 8:00 P.M.,103654
Donald J. Trump,2017-02-17 10:13:32,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",103471
Donald J. Trump,2017-02-12 15:41:55,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,103428
Donald J. Trump,2016-11-20 11:22:34,"The cast and producers of Hamilton, which I hear is highly overrated, should immediately apologize to Mike Pence for their terrible behavior",103413
Donald J. Trump,2017-02-04 13:39:27,"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost!",103279
Donald J. Trump,2017-03-15 10:55:30,"Does anybody really believe that a reporter, who nobody ever heard of, ""went to his mailbox"" and found my tax returns? @NBCNews FAKE NEWS!",103242
Donald J. Trump,2017-03-03 02:22:49,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not....",102801
Donald J. Trump,2017-05-11 00:14:58,The Democrats should be ashamed. This is a disgrace! #DrainTheSwamp,102601
Bernie Sanders,2016-09-16 14:49:31,My dad was born in Poland. Do you know how many people ever asked me whether or not I was born in America? Nobody ever asked me that.,102259
Donald J. Trump,2017-04-08 19:58:32,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,101850
Donald J. Trump,2017-03-20 17:15:18,Congratulations Eric &amp; Lara. Very proud and happy for the two of you!,101790
Donald J. Trump,2017-02-11 12:12:51,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT) SO DANGEROUS!",101685
Donald J. Trump,2017-01-07 15:02:20,"Having a good relationship with Russia is a good thing, not a bad thing. Only ""stupid"" people, or fools, would think that it is bad! We.....",101514
Donald J. Trump,2017-01-25 00:46:57,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today.,101449
Donald J. Trump,2017-01-09 14:14:10,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",101349
Donald J. Trump,2017-02-15 12:42:20,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,101218
Donald J. Trump,2017-03-13 12:52:29,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",101125
Donald J. Trump,2016-11-21 23:58:06,.@transition2017 update and policy plans for the first 100 days.,101082
Donald J. Trump,2016-11-04 19:07:20,"If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!",101066
Donald J. Trump,2017-02-24 12:36:34,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,101000
Donald J. Trump,2017-04-25 12:36:28,"Don't let the fake media tell you that I have changed my position on the WALL. It will get built and help stop drugs, human trafficking etc.",100468
Donald J. Trump,2016-11-28 00:31:54,"Serious voter fraud in Virginia, New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!",100409
Senator Tim Kaine,2016-11-08 13:18:56,"I wanted to be first at my polling place, but 99-year-old Minerva Turpin beat me to it. Looks like I need to get used to being number two!",100120
Bernie Sanders,2017-01-29 01:30:28,This country has never been about one person or one president. It's about the millions of people who speak up and fight for justice.,100095
Donald J. Trump,2017-01-24 17:04:01,"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA!",100033
Donald J. Trump,2017-03-07 03:50:49,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing &amp; construction jobs in the USA!",99982
Donald J. Trump,2016-11-16 11:28:57,"I am not trying to get ""top level security clearance"" for my children. This was a typically false news story.",99902
Donald J. Trump,2017-02-18 13:51:20,"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",99769
Donald J. Trump,2017-02-16 14:10:49,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",99759
Donald J. Trump,2017-03-14 15:00:25,"JOBS, JOBS, JOBS!",99628
Donald J. Trump,2017-02-17 11:38:20,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",99578
Donald J. Trump,2017-02-18 00:02:58,Looking forward to the Florida rally tomorrow. Big crowd expected!,99534
Donald J. Trump,2016-11-27 03:59:52,"The Democrats, when they incorrectly thought they were going to win, asked that the election night tabulation be accepted. Not so anymore!",99277
Donald J. Trump,2016-12-27 21:52:29,"President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!",98656
Donald J. Trump,2017-03-29 12:21:02,If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,98620
Donald J. Trump,2017-06-06 01:20:17,"That's right, we need a TRAVEL BAN for certain DANGEROUS countries, not some politically correct term that won't help us protect our people!",98332
Bernie Sanders,2017-01-24 16:56:12,President Trump ignored the voices of millions and put the short-term profits of the fossil fuel industry ahead of the future of our planet.,98252
Donald J. Trump,2017-02-08 19:22:33,"Thank you Brian Krzanich, CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS! #AmericaFirst🇺🇸",98227
Donald J. Trump,2017-02-11 23:24:08,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",98046
Donald J. Trump,2017-02-04 23:37:59,"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",97979
Donald J. Trump,2017-02-02 11:39:49,Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,97963
Donald J. Trump,2016-12-23 20:14:34,"As to the U.N., things will be different after Jan. 20th.",97442
Donald J. Trump,2017-05-10 02:42:52,"Cryin' Chuck Schumer stated recently, ""I do not have confidence in him (James Comey) any longer."" Then acts so indignant. #draintheswamp",97438
Donald J. Trump,2017-02-06 16:32:24,"The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories &amp; sources!",97166
Bernie Sanders,2017-01-24 17:00:33,We can't afford to build new pipelines that lock us into burning more fossil fuels. I will do everything I can to stop Keystone XL and DAPL.,97151
Donald J. Trump,2016-11-27 00:31:32,The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems,96883
Donald J. Trump,2016-11-29 11:15:49,The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!,96834
Donald J. Trump,2017-03-05 11:32:22,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,96787
Donald J. Trump,2017-05-10 19:23:52,Dems have been complaining for months &amp; months about Dir. Comey. Now that he has been fired they PRETEND to be aggrieved. Phony hypocrites!,96538
Donald J. Trump,2017-01-06 19:30:09,Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!,96528
Donald J. Trump,2017-04-16 13:13:26,Someone should look into who paid for the small organized rallies yesterday. The election is over!,96436
Donald J. Trump,2016-12-30 19:41:33,Great move on delay (by V. Putin) - I always knew he was very smart!,96299
Donald J. Trump,2017-03-18 13:15:41,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes.....",95937
Donald J. Trump,2017-04-12 23:10:37,"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!",95911
Donald J. Trump,2017-01-15 00:22:01,Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,95876
John McCain,2017-01-25 14:40:18,".@POTUS can sign whatever executive orders he likes, but the law is the law - we're not bringing back torture",95845
Donald J. Trump,2016-11-27 12:19:31,Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change,95774
Donald J. Trump,2017-05-11 20:34:25,Russia must be laughing up their sleeves watching as the U.S. tears itself apart over a Democrat EXCUSE for losing the election.,95614
President Trump,2017-01-21 02:25:43,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again!",95609
Donald J. Trump,2017-04-30 12:09:04,"The Democrats, without a leader, have become the party of obstruction.They are only interested in themselves and not in what's best for U.S.",95474
Donald J. Trump,2016-11-17 12:46:23,"My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today. #MAGA",95397
Donald J. Trump,2017-03-23 12:18:33,Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!,95167
Donald J. Trump,2017-01-11 01:19:23,FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,94568
Donald J. Trump,2017-02-21 00:38:40,"Congratulations to our new National Security Advisor, General H.R. McMaster. Video:",94516
Bernie Sanders,2017-01-20 15:06:02,"Today will be a tough day, but we can't throw up our hands in despair. We have to fight back. We are not giving up.",94337
Donald J. Trump,2016-12-08 21:15:52,Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.,94322
Donald J. Trump,2017-02-16 23:44:54,'Trump signs bill undoing Obama coal mining rule',94116
Donald J. Trump,2017-02-02 03:06:14,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,94106
Donald J. Trump,2016-12-04 18:58:43,The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!,94075
Chuck Schumer,2017-03-03 18:24:35,"Happily talk re: my contact w Mr. Putin &amp; his associates, took place in '03 in full view of press &amp; public under oath. Would you &amp;your team?",93731
Donald J. Trump,2017-03-03 02:38:48,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",93636
Adam Schiff,2017-06-02 16:17:32,"Woke up and a US President was no longer leader of free world. After only 132 days, Trump will go down as worst President in modern history.",93605
Donald J. Trump,2017-01-10 02:20:01,Thank you to all of the men and women who protect &amp; serve our communities 24/7/365! #LawEnforcementAppreciationDay,93497
Donald J. Trump,2017-03-07 12:04:13,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",93266
Donald J. Trump,2017-04-12 12:22:22,Had a very good call last night with the President of China concerning the menace of North Korea.,93191
Donald J. Trump,2017-01-12 13:50:13,Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,93052
Donald J. Trump,2017-01-06 16:51:37,I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.,92998
Donald J. Trump,2017-05-29 12:36:37,I look forward to paying my respects to our brave men and women on this Memorial Day at Arlington National Cemetery later this morning.,92710
Donald J. Trump,2017-02-11 18:28:31,Having a great time hosting Prime Minister Shinzo Abe in the United States!,92666
Donald J. Trump,2017-05-27 17:19:37,"Bringing hundreds of billions of dollars back to the U.S.A. from the Middle East - which will mean JOBS, JOBS, JOBS!",92531
Donald J. Trump,2017-06-01 11:05:21,"The big story is the ""unmasking and surveillance"" of people that took place during the Obama Administration.",92519
Donald J. Trump,2017-06-01 22:50:29,My job as President is to do everything within my power to give America a level playing field. #AmericaFirst🇺🇸 ➡️,92494
Donald J. Trump,2017-01-20 18:13:48,TO ALL AMERICANS🇺🇸,92472
Donald J. Trump,2017-02-07 02:33:55,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,92413
Donald J. Trump,2016-11-13 16:03:21,"The @nytimes states today that DJT believes ""more countries should acquire nuclear weapons."" How dishonest are they. I never said this!",92313
Donald J. Trump,2017-01-02 23:05:44,North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the U.S. It won't happen!,92279
Donald J. Trump,2017-02-09 13:52:31,"..Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",91574
Donald J. Trump,2017-01-20 17:51:58,"power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",91549
Donald J. Trump,2017-02-24 17:04:19,Trump vows to fight 'epidemic' of human trafficking,91509
Donald J. Trump,2017-02-14 03:30:45,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect our country!,91266
Donald J. Trump,2017-03-20 12:35:14,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,91107
Donald J. Trump,2017-03-03 02:27:29,...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....,90755
Donald J. Trump,2017-02-08 15:23:29,Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the @WhiteHouse. We support you!,90479
Donald J. Trump,2016-11-29 03:03:59,".@CNN is so embarrassed by their total (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do.",90457
Donald J. Trump,2017-03-08 23:54:16,"Great news. We are only just beginning. Together, we are going to #MAGA!",90391
Donald J. Trump,2017-03-22 13:09:35,Big day for healthcare. Working hard!,90375
Donald J. Trump,2017-02-16 11:58:43,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!",90267
Donald J. Trump,2016-12-26 21:36:28,"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.",90175
Donald J. Trump,2017-02-27 17:06:23,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people.,90045
Donald J. Trump,2016-07-15 14:50:55,I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,90004
Donald J. Trump,2017-03-17 13:07:15,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",89971
Donald J. Trump,2017-03-15 11:13:58,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State &amp; U.S. Already happening!",89831
Donald J. Trump,2017-03-24 17:59:42,"Today, I was thrilled to announce a commitment of $25 BILLION &amp; 20K AMERICAN JOBS over the next 4 years. THANK YOU Charter Communications!",89812
Donald J. Trump,2016-11-19 13:34:38,I settled the Trump University lawsuit for a small fraction of the potential award because as President I have to focus on our country.,89784
Donald J. Trump,2017-04-10 23:56:35,"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach",89740
