name,created_at,tweet,likes
Donald J. Trump,2017-05-25 20:06:09,"Thank you for your support. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #POTUSAbroad #USA🇺🇸",73308
Chris Murphy,2017-01-28 02:48:54,To my colleagues: don't ever again lecture me on American moral leadership if you chose to be silent today.,73285
Donald J. Trump,2017-04-19 12:43:18,Dems failed in Kansas and are now failing in Georgia. Great job Karen Handel! It is now Hollywood vs. Georgia on June 20th.,73243
Donald J. Trump,2016-12-20 02:50:25,"""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!""",73206
Donald J. Trump,2017-05-31 13:08:41,I will be announcing my decision on the Paris Accord over the next few days. MAKE AMERICA GREAT AGAIN!,73191
Donald J. Trump,2017-04-29 02:40:11,".@LouDobbs just stated that ""President Trump's successes are unmatched in recent presidential history"" Thank you Lou!",73159
Bernie Sanders,2017-01-31 02:13:45,"President Trump's Muslim ban is un-American, is unconstitutional and is going to make us less safe, not more safe.",73157
Donald J. Trump,2016-12-22 16:41:52,"Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS.",73134
Donald J. Trump,2017-06-05 13:35:00,".@foxandfriends Dems are taking forever to approve my people, including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals.",73123
Donald J. Trump,2017-04-16 12:18:40,Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!,73035
Donald J. Trump,2016-11-03 15:19:12,Looking at Air Force One @ MIA. Why is he campaigning instead of creating jobs &amp; fixing Obamacare? Get back to work for the American people!,73032
Donald J. Trump,2017-04-18 09:39:25,The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!,72984
Senator Tim Kaine,2016-11-09 01:30:02,"Thinking about my daughter right now. No little girl will ever again have to wonder whether she, too, can be president.",72963
Donald J. Trump,2016-09-20 14:23:59,"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!",72910
Donald J. Trump,2017-01-13 11:05:55,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,72892
Adam Schiff,2017-04-04 00:00:40,"When McConnell deprived President Obama of a vote on Garland, it was a nuclear option. The rest is fallout.",72839
Donald J. Trump,2017-05-16 01:47:43,#PeaceOfficersMemorialDay and #PoliceWeek Proclamation:,72835
Donald J. Trump,2017-01-26 19:21:17,"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Thank you for your support!",72790
Donald J. Trump,2017-05-13 18:57:33,"I was thrilled to be back @LibertyU. Congratulations to the Class of 2017! This is your day, and you've earned it. ➡️",72584
Donald J. Trump,2017-02-15 19:45:16,Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport! Tickets:,72525
Donald J. Trump,2017-05-26 10:13:41,Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.,72518
Donald J. Trump,2017-04-12 12:37:07,"Great win in Kansas last night for Ron Estes, easily winning the Congressional race against the Dems, who spent heavily &amp; predicted victory!",72443
Donald J. Trump,2017-03-13 20:57:02,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because Senate Dems are delaying!,72321
Donald J. Trump,2016-11-29 11:34:42,"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!",72268
Donald J. Trump,2017-05-28 12:33:03,It is my opinion that many of the leaks coming out of the White House are fabricated lies made up by the #FakeNews media.,72251
Donald J. Trump,2017-04-10 01:35:45,Thank you @USNavy! #USA,72081
Donald J. Trump,2017-02-24 13:49:27,Going to CPAC!,72077
Donald J. Trump,2016-12-22 16:50:30,The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes,72064
Donald J. Trump,2017-01-12 12:23:45,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",72055
Donald J. Trump,2017-04-24 17:18:32,"If our healthcare plan is approved, you will see real healthcare and premiums will start tumbling down. ObamaCare is in a death spiral!",71944
Bernie Sanders,2017-02-24 17:55:00,No rational person really believes marijuana should be a Schedule 1 drug next to killer drugs like heroin. And yet that’s how it’s treated.,71901
Donald J. Trump,2017-04-03 11:16:52,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?,71837
Donald J. Trump,2017-03-20 10:35:28,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,71779
Bernie Sanders,2017-02-22 16:45:02,I wonder how many members of Congress would vote to raise the minimum wage if they were forced to live on $7.25 an hour for a year.,71735
Donald J. Trump,2017-02-09 15:58:01,"Join us live in the Oval Office for the swearing in of our new Attorney General, @SenatorSessions! LIVE:",71481
Donald J. Trump,2016-09-27 12:53:42,I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?,71442
Donald J. Trump,2016-12-02 02:45:18,"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again! #AmericaFirst",71430
Donald J. Trump,2017-01-06 00:40:03,So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?,71397
Bernie Sanders,2017-05-04 15:42:05,"It's Thursday, Mr. President, and your party is trying to throw 24 million people off of health care today. Are you still concerned?",71367
Donald J. Trump,2016-06-12 16:43:17,"Appreciate the congrats for being right on radical Islamic terrorism, I don't want congrats, I want toughness &amp; vigilance. We must be smart!",71363
Donald J. Trump,2017-02-05 00:34:50,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,71229
Donald J. Trump,2016-10-30 14:26:30,"Wow, Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",71130
Donald J. Trump,2016-12-12 01:02:14,"Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!",71059
Donald J. Trump,2017-04-16 13:07:11,I did what was an almost an impossible thing to do for a Republican-easily won the Electoral College! Now Tax Returns are brought up again?,71046
Donald J. Trump,2017-03-06 21:19:04,'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program',71027
Donald J. Trump,2016-06-12 20:47:36,What has happened in Orlando is just the beginning. Our leadership is weak and ineffective. I called it and asked for the ban. Must be tough,70936
Donald J. Trump,2017-02-27 21:48:21,"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:",70903
Donald J. Trump,2017-05-28 12:45:45,Does anyone notice how the Montana Congressional race was such a big deal to Dems &amp; Fake News until the Republican won? V was poorly covered,70898
Donald J. Trump,2016-10-20 02:59:26,That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!,70787
Donald J. Trump,2016-12-27 02:53:20,"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!",70766
Donald J. Trump,2017-01-15 20:13:00,"about that...Those Intelligence chiefs made a mistake here, &amp; when people make mistakes, they should APOLOGIZE."" Media should also apologize",70739
Donald J. Trump,2017-04-27 11:30:20,The Democrats want to shut government if we don't bail out Puerto Rico and give billions to their insurance companies for OCare failure. NO!,70586
Donald J. Trump,2017-03-16 21:54:02,Great progress on healthcare. Improvements being made - Republicans coming together!,70572
Donald J. Trump,2017-05-28 23:57:19,I suggest that we add more dollars to Healthcare and make it the best anywhere. ObamaCare is dead - the Republicans will do much better!,70565
Donald J. Trump,2017-05-05 23:34:36,Great jobs report today - It is all beginning to work!,70512
Donald J. Trump,2017-04-27 11:12:12,I received calls from the President of Mexico and the Prime Minister of Canada asking to renegotiate NAFTA rather than terminate. I agreed..,70432
Donald J. Trump,2017-01-07 15:21:42,"both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",70350
Bernie Sanders,2016-11-08 01:51:58,Election Day should be a national holiday so that everyone has the time and opportunity to vote.,70348
President Trump,2017-01-23 04:03:44,"NO DREAM is too big, NO CHALLENGE is too great. Nothing we want for our future is BEYOND OUR REACH. #AmericaFirst🇺🇸",70330
Donald J. Trump,2017-05-28 14:43:53,British Prime Minister May was very angry that the info the U.K. gave to U.S. about Manchester was leaked. Gave me full details!,70316
President Trump,2017-01-22 22:31:20,It was an honor to host our amazing teams of law enforcement at the @WhiteHouse this afternoon. @VP Pence and I are grateful for all you do.,70065
Donald J. Trump,2017-01-15 20:04:38,"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...",70033
Donald J. Trump,2017-04-03 12:51:01,".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI",70008
Donald J. Trump,2017-02-17 13:16:22,"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.",69985
Donald J. Trump,2016-12-16 16:03:09,"Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!",69798
Donald J. Trump,2017-03-28 01:35:35,"...money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!",69758
Bernie Sanders,2017-02-23 20:36:06,The attacks against transgender people are part of a bigotry which has got to end. To young transgender people I say: We stand with you.,69705
Bernie Sanders,2017-01-07 14:14:17,"Thank you, Michelle, for your eight years as First Lady in which you represented our country with dignity, grace and intelligence.",69567
Donald J. Trump,2017-01-29 23:28:50,Statement Regarding Recent Executive Order Concerning Extreme Vetting:,69561
Donald J. Trump,2016-11-30 03:40:16,I will be going to Indiana on Thursday to make a major announcement concerning Carrier A.C. staying in Indianapolis. Great deal for workers!,69550
Donald J. Trump,2017-01-09 11:43:26,"""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",69521
Donald J. Trump,2016-12-06 21:17:45,"Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you soon! #ThankYouTour2016",69492
Donald J. Trump,2017-05-17 20:36:02,It was my great honor to deliver the #CGACommencement17 at the @USCGAcademy. CONGRATULATIONS to the Class of 2017! ➡️,69471
Donald J. Trump,2017-01-07 11:56:29,Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,69407
Donald J. Trump,2017-03-16 15:52:22,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity:,68957
Donald J. Trump,2016-10-10 19:31:04,"Wow, @CNN got caught fixing their ""focus group"" in order to make Crooked Hillary look better. Really pathetic and totally dishonest!",68936
Donald J. Trump,2017-03-17 12:12:04,Happy Lá Fheile Phadraig to all of my great Irish friends!,68852
Donald J. Trump,2016-09-10 18:18:37,"While Hillary said horrible things about my supporters, and while many of her supporters will never vote for me, I still respect them all!",68792
Donald J. Trump,2017-01-14 13:14:13,"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS ""A COMPLETE FRAUD!"" @OANN",68776
Rep. Ruben J. Kihuen,2017-01-25 20:25:38,".@POTUS I was once undocumented – now, I’m a member of Congress. #NoBanNoWall",68767
Donald J. Trump,2016-10-26 21:59:15,Hillary said she was under sniper fire (while surrounded by USSS.) Turned out to be a total lie. She is not fit to lead our country.,68761
Donald J. Trump,2017-03-25 13:29:17,Happy #MedalOfHonorDay to our heroes! ➡️,68610
Donald J. Trump,2017-03-24 12:14:32,"After seven horrible years of ObamaCare (skyrocketing premiums &amp; deductibles, bad healthcare), this is finally your chance for a great plan!",68574
Donald J. Trump,2016-07-21 03:45:48,"Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!",68514
Donald J. Trump,2017-04-26 10:20:00,First the Ninth Circuit rules against the ban &amp; now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!,68458
Donald J. Trump,2017-01-06 00:24:34,"How did NBC get ""an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!",68419
Donald J. Trump,2017-05-07 11:15:26,When will the Fake Media ask about the Dems dealings with Russia &amp; why the DNC wouldn't allow the FBI to check their server or investigate?,68412
Chuck Schumer,2017-01-09 19:48:02,"Our requests are eminently reasonable, shared by leaders of both parties. I'll return this letter to @SenateMajLdr with the same requests.",68374
Donald J. Trump,2016-11-20 13:26:04,"I watched parts of @nbcsnl Saturday Night Live last night. It is a totally one-sided, biased show - nothing funny at all. Equal time for us?",68337
Donald J. Trump,2017-02-09 13:31:59,"...long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero..",68320
Donald J. Trump,2016-11-28 21:01:47,Just met with General Petraeus--was very impressed!,68269
Donald J. Trump,2017-01-05 13:45:57,"to make up their own minds as to the truth. The media lies to make it look like I am against ""Intelligence"" when in fact I am a big fan!",68185
Maxine Waters,2017-06-03 23:23:01,"Trump can unleash the full force of Fox, fringe, &amp; fake news media on me all he wants. I'm not going anywhere! #getreadyforimpeachment",68159
Donald J. Trump,2017-01-07 03:53:38,Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,68138
Bernie Sanders,2017-02-18 21:15:01,In Trump's view people should ignore all the news except what comes directly from him. That is what totalitarianism is all about.,68084
Donald J. Trump,2017-01-29 23:39:53,I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!,68039
Bernie Sanders,2017-02-24 21:54:00,A president who attacks media that makes critical remarks about him does not understand what democracy is about.,67959
Donald J. Trump,2017-05-23 15:47:21,"Israel, Saudi Arabia and the Middle East were great. Trying hard for PEACE. Doing well. Heading to Vatican &amp; Pope, then #G7 and #NATO.",67881
Donald J. Trump,2017-05-08 22:41:12,"Director Clapper reiterated what everybody, including the fake media already knows- there is ""no evidence"" of collusion w/ Russia and Trump.",67823
Donald J. Trump,2016-12-21 13:15:14,Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!,67735
Donald J. Trump,2016-11-22 11:16:45,I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice,67734
Donald J. Trump,2017-03-09 22:36:27,'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ➡️,67721
Donald J. Trump,2017-04-05 21:18:08,I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for Jordan. @KingAbdullahII.,67645
Donald J. Trump,2017-01-13 11:25:54,have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,67617
Donald J. Trump,2017-03-21 18:12:05,"Today on #NationalAgDay, we honor our great American farmers &amp; ranchers. Their hard work &amp; dedication are ingrained in our nation's fabric.",67531
Donald J. Trump,2016-12-20 20:27:57,"Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!",67519
Donald J. Trump,2016-11-20 11:44:23,Numerous patriots will be coming to Bedminster today as I continue to fill out the various positions necessary to MAKE AMERICA GREAT AGAIN!,67478
Elizabeth Warren,2016-11-18 23:36:18,It is totally unprecedented for a President-elect of the United States to have to settle fraud lawsuits before taking office.,67467
Donald J. Trump,2017-04-08 14:50:59,It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...,67424
Donald J. Trump,2017-04-30 12:05:31,Big excitement last night in the Great State of Pennsylvania! Fantastic crowd and people. MAKE AMERICA GREAT AGAIN!,67383
Donald J. Trump,2017-01-17 14:46:27,"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he...",67226
Donald J. Trump,2017-05-02 13:07:10,"either elect more Republican Senators in 2018 or change the rules now to 51%. Our country needs a good ""shutdown"" in September to fix mess!",67190
Donald J. Trump,2017-03-21 17:33:23,"Honored to sign S.442 today. With this legislation, we support @NASA's scientists, engineers, and astronauts in their pursuit of discovery!",67176
Donald J. Trump,2017-03-15 23:25:25,Thank you Andrew Jackson! #POTUS7 #USA🇺🇸,67169
Bernie Sanders,2017-02-15 15:09:01,Today I will be asking the Senate Intelligence Committee to thoroughly investigate if Russia coordinated with Trump and his campaign.,67166
Donald J. Trump,2017-05-05 13:02:46,"Rather than causing a big disruption in N.Y.C., I will be working out of my home in Bedminster, N.J. this weekend. Also saves country money!",67121
Donald J. Trump,2017-05-22 20:14:46,"Prime Minister @Netanyahu and @PresidentRuvi- on behalf of @FLOTUS Melania and myself, thank you for the invitation to join you today! 🇺🇸🇮🇱",67097
John Lewis,2016-07-07 13:45:47,"55yrs ago today I was released from Parchman Penitentiary after being arrested in Jackson for using ""white"" restroom",67066
Donald J. Trump,2017-03-24 17:03:46,"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A great day for American jobs!",67030
Donald J. Trump,2017-05-05 23:22:22,"Wow,the Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare!",66987
Donald J. Trump,2017-03-03 12:00:39,"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends",66954
John Lewis,2015-07-19 19:03:51,"Even though I was arrested, I smiled bc I was on the right side of history. Find a way to get in the way #goodtrouble",66853
Donald J. Trump,2016-12-01 03:48:35,Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!,66806
Donald J. Trump,2016-11-08 16:39:36,VOTE TODAY! Go to to find your polling location. We are going to Make America Great Again! #VoteTrump #ElectionDay,66720
President Trump,2017-04-16 17:10:00,Happy Easter to everyone!,66684
Elizabeth Warren,2017-02-08 01:31:27,Tonight @SenateMajLdr silenced Mrs King's voice on the Sen floor - &amp; millions who are afraid &amp; appalled by what's happening in our country.,66676
Donald J. Trump,2016-12-27 03:06:59,"The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!",66650
Donald J. Trump,2017-04-21 13:04:19,"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will",66626
Donald J. Trump,2016-12-04 22:23:55,"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..",66616
Donald J. Trump,2017-01-11 12:13:40,"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",66600
Donald J. Trump,2017-01-06 12:05:01,"Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!",66513
Donald J. Trump,2017-01-19 20:21:36,Join me at 4pm over at the Lincoln Memorial with my family! #Inauguration2017,66474
Donald J. Trump,2016-10-10 02:00:31,"History lesson: There’s a big difference between Hillary Clinton and Abraham Lincoln. For one, his nickname is Honest Abe. #RattledHillary",66473
Donald J. Trump,2017-02-15 16:34:27,Great listening session with CEO's of the Retail Industry Leaders Association this morning!,66423
Donald J. Trump,2017-06-05 10:29:08,"The Justice Dept. should have stayed with the original Travel Ban, not the watered down, politically correct version they submitted to S.C.",66300
Donald J. Trump,2017-01-06 11:19:49,"The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",66201
Bernie Sanders,2017-05-05 01:07:37,Thank you Mr. Trump for admitting that universal health care is the better way to go. I'll be sure to quote you on the floor of the Senate.,66162
Donald J. Trump,2017-01-18 14:03:53,.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!,66079
Donald J. Trump,2017-03-31 21:31:44,We are going to defend our industry &amp; create a level playing field for the American worker. It is time to put #AmericaFirst &amp; #MAGA!,66039
Donald J. Trump,2017-01-19 20:18:32,Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!,65673
Donald J. Trump,2016-07-26 03:04:56,Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.,65656
Maxine Waters,2017-05-08 23:06:37,"Make no mistake, Le Pen &amp; Trump were Putin's candidates. Le Pen's loss is a victory for France. Trump's impeachment will be a victory for US",65649
Donald J. Trump,2017-05-31 13:05:14,"Hopefully Republican Senators, good people all, can quickly get together and pass a new (repeal &amp; replace) HEALTHCARE bill. Add saved $'s.",65600
Donald J. Trump,2017-01-07 23:54:05,Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter &amp; star,65597
Bernie Sanders,2016-07-07 13:33:15,"Your constitutional rights don’t depend on your race, gender, religion, sexuality or income. I can’t believe we still need to say that.",65588
President Trump,2017-01-24 00:57:01,⚡️THANK YOU to my amazing family for their support since I announced my candidacy on 6/16/2015. -DJT,65572
Donald J. Trump,2017-05-29 12:18:52,"North Korea has shown great disrespect for their neighbor, China, by shooting off yet another ballistic missile...but China is trying hard!",65526
Bernie Sanders,2017-01-23 21:05:13,"If Trump is seriously opposed to outsourcing, he can lead by shutting down his own sweatshops and paying workers in the US a living wage.",65511
Nancy Pelosi,2017-03-03 21:28:42,.@realDonaldTrump doesn't know difference between official mtg photographed by press &amp; closed secret mtg his AG lied about under oath.,65499
Donald J. Trump,2016-11-22 02:22:16,Many people would like to see @Nigel_Farage represent Great Britain as their Ambassador to the United States. He would do a great job!,65494
President Trump,2017-01-21 00:47:49,Signing documents to allow Mattis and Kelly to be sworn into Cabinet and an executive order on #Obamacare.,65494
Donald J. Trump,2017-04-12 23:09:56,Economic confidence is soaring as we unleash the power of private sector job creation and stand up for the American Workers. #AmericaFirst,65451
Elizabeth Warren,2017-03-02 04:31:46,And we need Attorney General Jeff Sessions – who should have never been confirmed in the first place – to resign. We need it now.,65370
Bernie Sanders,2017-02-05 20:13:37,I don't mean to be disrespectful but @realDonaldTrump is a fraud.,65282
Donald J. Trump,2017-03-20 11:02:57,"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!",65169
Donald J. Trump,2017-04-01 17:02:29,"..not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S.",65118
Donald J. Trump,2017-01-19 01:54:13,Great seeing @TheLeeGreenwood and Kimberly at this evenings VP dinner! #GodBlessTheUSA,65078
Donald J. Trump,2016-12-22 03:39:33,"I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!",65072
Bernie Sanders,2016-11-17 20:58:17,I won't compromise on racism. I won't compromise on sexism. I won't compromise on homophobia. And I won't compromise on Islamophobia.,65053
Donald J. Trump,2016-12-01 14:37:57,My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!,64989
Donald J. Trump,2017-05-08 22:46:00,"The Russia-Trump collusion story is a total hoax, when will this taxpayer funded charade end?",64975
Donald J. Trump,2016-11-08 23:03:42,Still time to #VoteTrump! #iVoted #ElectionNight,64956
Donald J. Trump,2016-12-23 21:23:00,"slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?",64937
Donald J. Trump,2017-03-16 22:43:32,My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth &amp; future mtgs!,64930
Donald J. Trump,2017-04-23 15:42:07,The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.,64856
Donald J. Trump,2017-01-02 23:47:12,"China has been taking out massive amounts of money &amp; wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!",64836
Donald J. Trump,2016-12-18 00:59:25,We should tell China that we don't want the drone they stole back.- let them keep it!,64777
Donald J. Trump,2017-03-26 12:21:58,"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood &amp; Ocare!",64762
Bernie Sanders,2017-01-26 17:56:01,97% of scientists agree climate change is real and that it’s caused by human activity. Denying science is no longer an option. #climatefacts,64722
Donald J. Trump,2017-05-05 23:29:45,Why is it that the Fake News rarely reports Ocare is on its last legs and that insurance companies are fleeing for their lives? It's dead!,64712
Donald J. Trump,2017-04-23 15:44:59,"Eventually, but at a later date so we can get started early, Mexico will be paying, in some form, for the badly needed border wall.",64501
Donald J. Trump,2017-02-08 15:54:01,'16 Fake News Stories Reporters Have Run Since Trump Won',64483
Donald J. Trump,2016-07-26 03:19:38,"Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time.",64465
Donald J. Trump,2017-04-17 00:45:01,"The recent Kansas election (Congress) was a really big media event, until the Republicans won. Now they play the same game with Georgia-BAD!",64459
Donald J. Trump,2017-01-17 14:52:39,"""thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."" Sound familiar! WP",64432
Donald J. Trump,2016-11-04 23:31:28,The only thing that can stop this corrupt machine is YOU. The only force strong enough to save our country is US. #VoteTrumpPence16,64406
Bernie Sanders,2016-11-19 22:22:00,A president of the United States should not have a racist at his side. Unacceptable.,64397
Bernie Sanders,2017-02-20 21:20:01,I have run for office many times but I haven't tried to suppress the voting rights of those who oppose me. That is what cowards do.,64387
Donald J. Trump,2017-02-14 02:57:05,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here:,64233
Donald J. Trump,2017-05-28 12:02:05,Big win in Montana for Republicans!,64054
Donald J. Trump,2017-03-01 01:42:16,#JointSession #MAGA🇺🇸,64028
Donald J. Trump,2017-04-23 19:48:16,New polls out today are very good considering that much of the media is FAKE and almost always negative. Would still beat Hillary in .....,63984
Donald J. Trump,2017-05-06 22:39:42,"The reason I am staying in Bedminster, N. J., a beautiful community, is that staying in NYC is much more expensive and disruptive. Meetings!",63952
Chris Murphy,2016-06-16 05:53:03,"I am proud to announce that after 14+ hours on the floor, we will have a vote on closing the terror gap &amp; universal background checks",63909
Donald J. Trump,2016-10-11 14:00:38,It is so nice that the shackles have been taken off me and I can now fight for America the way I want to.,63909
Donald J. Trump,2017-05-05 19:13:54,Of course the Australians have better healthcare than we do --everybody does. ObamaCare is dead! But our healthcare will soon be great.,63889
Donald J. Trump,2016-12-23 11:58:36,"my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!",63754
Donald J. Trump,2017-01-02 17:31:17,"Chicago murder rate is record setting - 4,331 shooting victims with 762 murders in 2016. If Mayor can't do it he must ask for Federal help!",63652
Donald J. Trump,2017-06-06 11:58:00,The FAKE MSM is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out.,63646
Donald J. Trump,2017-04-23 14:05:07,Very interesting election currently taking place in France.,63631
Donald J. Trump,2016-12-03 03:06:41,Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!,63626
Donald J. Trump,2016-10-30 13:55:06,"We are now leading in many polls, and many of these were taken before the criminal investigation announcement on Friday - great in states!",63553
Donald J. Trump,2017-04-18 20:38:25,"Just learned that Jon @Ossoff, who is running for Congress in Georgia, doesn't even live in the district. Republicans, get out and vote!",63405
Donald J. Trump,2017-05-26 10:14:12,"Getting ready to engage G7 leaders on many issues including economic growth, terrorism, and security.",63353
Elizabeth Warren,2017-02-14 15:40:11,"Congress must pull its head out of the sand and launch a real, bipartisan, transparent inquiry into Russia. Our natl security is at stake.",63340
Donald J. Trump,2017-03-14 16:12:22,Great optimism in America – and the results will be even better!,63320
Bernie Sanders,2017-02-08 17:58:51,You don't ban a senator from participating in debate. Sen. McConnell owes Sen. Warren an apology. This is a fight we'll continue.,63317
Donald J. Trump,2016-07-26 12:38:27,"Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great",63288
President Trump,2017-02-01 17:06:40,Moment of prayer last night after my nomination of Judge Neil Gorsuch for #SCOTUS. It was an honor having Maureen and Fr. Scalia join us.,63285
Donald J. Trump,2017-05-12 11:59:00,"As a very active President with lots of things happening, it is not possible for my surrogates to stand at podium with perfect accuracy!....",63169
